Japonais kanji,Japonais simple,Français,Topic,Section,Niveau
包む,つつむ,envelopper,T2,PART3,B1
混ぜる,まぜる,mélanger,T2,PART3,B1
スープ,スープ,bouillon / jus de cuisson,T2,PART3,B1
すっぱい,すっぱい,acide,T2,PART3,B1
バラエティ,バラエティ,variété,T2,PART3,B1
代表的な,だいひょうてきな,typique,T2,PART3,B1
ゆでる,ゆでる,faire bouillir,T2,PART3,B1
炒める,いためる,faire sauter,T2,PART3,B1
かける,かける,garnir avec / parsemer de,T2,PART3,B1
実は,じつは,en réalité,T2,PART3,B1
中央アジア,ちゅうおうアジア,Asie centrale,T2,PART3,B1
～によって,～によって,en fonction de～,T2,PART3,B1
たいてい,たいてい,habituellement,T2,PART3,B1
じゃがいも,じゃがいも,pomme de terre,T2,PART4,B1
ポイント,ポイント,point important,T2,PART4,B1
レシピ,レシピ,recette,T2,PART4,B1
材料,ざいりょう,ingrédient(s),T2,PART4,B1
～入り,～いり,à～,T2,PART4,B1
違った,ちがった,être différent,T2,PART4,B1
～人分,～にんぶん,pour～personnes,T2,PART4,B1
お好み焼き粉,おこのみやきこ,farine pour okonomiyaki,T2,PART4,B1
卵,たまご,œuf,T2,PART4,B1
～個,～こ,suffixe pour compter les petits objets,T2,PART4,B1
薄切り肉,うすぎりにく,viande tranchée finement,T2,PART4,B1
キャベツ,キャベツ,chou,T2,PART4,B1
お好み焼きソース,おこのみやきソース,sauce pour okonomiyaki,T2,PART4,B1
マヨネーズ,マヨネーズ,mayonnaise,T2,PART4,B1
適量,てきりょう,quantité nécessaire,T2,PART4,B1
青のり,あおのり,algue aonori,T2,PART4,B1
かつお節,かつおぶし,bonite séchée,T2,PART4,B1
紅しょうが,べにしょうが,gingembre mariné rouge,T2,PART4,B1
皮,かわ,peau,T2,PART4,B1
むく,むく,peler,T2,PART4,B1
適当な,てきとうな,adéquat,T2,PART4,B1
大きさ,おおきさ,"grosseur, taille",T2,PART4,B1
切る,きる,couper,T2,PART4,B1
ゆでる,ゆでる,faire bouillir,T2,PART4,B1
冷ます,さます,laisser refroidir,T2,PART4,B1
つぶす,つぶす,écraser,T2,PART4,B1
千切り,せんぎり,haché menu,T2,PART4,B1
ボウル,ボウル,bol / saladier,T2,PART4,B1
混ぜる,まぜる,mélanger,T2,PART4,B1
さらに,さらに,en plus,T2,PART4,B1
フライパン,フライパン,poêle / sauteuse,T2,PART4,B1
鉄板,てっぱん,plaque chauffante / plancha,T2,PART4,B1
焼く,やく,faire griller / cuire,T2,PART4,B1
油,あぶら,huile,T2,PART4,B1
ひく,ひく,huiler (une plaque chauffante),T2,PART4,B1
熱する,ねっする,faire chauffer,T2,PART4,B1
中火,ちゅうび,feu moyen,T2,PART4,B1
薄い,うすい,mince,T2,PART4,B1
のばす,のばす,étaler / étirer,T2,PART4,B1
うら面,うらめん,le dessous,T2,PART4,B1
のせる,のせる,mettre sur～,T2,PART4,B1
おもて面,おもてめん,le dessus,T2,PART4,B1
固まる,かたまる,durcir,T2,PART4,B1
裏返す,うらがえす,retourner,T2,PART4,B1
ぬる,ぬる,étaler,T2,PART4,B1
好みで,このみで,à (votre) goût,T2,PART4,B1
散らす,ちらす,parsemer,T2,PART4,B1
出来上がり,できあがり,c'est prêt,T2,PART4,B1
コツ,コツ,truc / astuce,T2,PART4,B1
具,ぐ,ingrédient(s),T2,PART4,B1
えび,えび,crevette,T2,PART4,B1
ひき肉,ひきにく,viande hachée,T2,PART4,B1
コーン,コーン,maïs,T2,PART4,B1
チーズ,チーズ,fromage,T2,PART4,B1
ねぎ,ねぎ,poireau,T2,PART4,B1
自由に,じゆうに,librement,T2,PART4,B1
手に入る,てにはいる,trouver / se procurer,T2,PART4,B1
～場合,～ばあい,au cas où～,T2,PART4,B1
普通,ふつう,normal,T2,PART4,B1
ケチャップ,ケチャップ,ketchup,T2,PART4,B1
生い立ち,おいたち,les origines,T2,PART4,B1
海外赴任中,かいがいふにんちゅう,être en poste à l'étranger,T2,PART4,B1
簡単に,かんたんに,facilement,T2,PART4,B1
順番,じゅんばん,ordre,T2,PART4,B1
代わりに,かわりに,à la place de,T2,PART4,B1
文全体,ぶんぜんたい,phrase complète,T2,PART4,B1
玉ねぎ,たまねぎ,oignon,T2,PART4,B1
つける,つける,faire tremper,T2,PART4,B1
チャーハン,チャーハン,riz sauté,T2,PART4,B1
あらかじめ,あらかじめ,à l'avance,T2,PART4,B1
すべて,すべて,tout,T2,PART4,B1
細かい,こまかい,fin / petit,T2,PART4,B1
正しい,ただしい,correct,T2,PART4,B1
炒める,いためる,faire sauter,T2,PART4,B1
冷める,さめる,refroidir,T2,PART4,B1
数える,かぞえる,compter,T2,PART4,B1
にんじん,にんじん,carotte,T2,PART4,B1
すき焼き,すきやき,sukiyaki,T2,PART5,B1
メモ,メモ,note,T2,PART5,B1
～人分,～にんぶん,pour～personnes,T2,PART5,B1
材料,ざいりょう,ingrédient(s),T2,PART5,B1
うす切り肉,うすぎりにく,viande tranchée finement,T2,PART5,B1
長ねぎ,ながねぎ,poireau,T2,PART5,B1
はくさい,はくさい,chou chinois,T2,PART5,B1
しらたき,しらたき,nouilles de konjac,T2,PART5,B1
～ふくろ,～ふくろ,～sac,T2,PART5,B1
卵,たまご,œuf,T2,PART5,B1
～個,～こ,suffixe pour compter les petits objets,T2,PART5,B1
とうふ,とうふ,tôfu,T2,PART5,B1
～丁,～ちょう,suffixe pour compter le tôfu,T2,PART5,B1
たれ,たれ,sauce,T2,PART5,B1
酒,さけ,saké,T2,PART5,B1
混ぜる,まぜる,mélanger,T2,PART5,B1
切る,きる,couper,T2,PART5,B1
ななめ切り,ななめぎり,couper en biais,T2,PART5,B1
なべ,なべ,casserole,T2,PART5,B1
フライパン,フライパン,poêle à frire / sauteuse,T2,PART5,B1
油,あぶら,huile,T2,PART5,B1
ひく,ひく,huiler (la plaque chauffante),T2,PART5,B1
いためる,いためる,sauter,T2,PART5,B1
できあがり,できあがり,c'est prêt,T2,PART5,B1
生卵,なまたまご,œuf cru,T2,PART5,B1
つける,つける,faire tremper,T2,PART5,B1
得意な,とくいな,habile,T2,PART5,B1
交換する,こうかんする,échanger,T2,PART5,B1
得意な,とくいな,habile,T2,教室の外へ,B1
ペリメニ,ペリメニ,pelmeni,T2,教室の外へ,B1
餃子,ぎょうざ,ravioli chinois,T2,教室の外へ,B1
～に似た,～ににた,ressembler à～,T2,教室の外へ,B1
紹介する,しょうかいする,présenter,T2,教室の外へ,B1
レシピ紹介サイト,レシピしょうかいサイト,site de recettes de cuisine,T2,教室の外へ,B1
挑戦する,ちょうせんする,tenter de,T2,教室の外へ,B1
値段,ねだん,prix,T2,教室の外へ,B1
キルギス料理,キルギスりょうり,cuisine kirghize,T2,教室の外へ,B1
タイ料理,タイりょうり,cuisine thaïlandaise,T2,教室の外へ,B1
気づく,きづく,remarquer,T2,教室の外へ,B1
日本食レストラン,にほんしょくレストラン,restaurant de cuisine japonaise,T2,教室の外へ,B1
知り合い,しりあい,connaissance,T2,教室の外へ,B1
実際に,じっさいに,en réalité,T2,教室の外へ,B1
楽器,がっき,instrument de musique,T3,準備,B1
演奏する,えんそうする,jouer (d'un instrument),T3,準備,B1
人前,ひとまえ,en public,T3,準備,B1
催し,もよおし,"spectacle, évènement",T3,準備,B1
ポスター,ポスター,affiche,T3,準備,B1
チラシ,チラシ,tract,T3,準備,B1
演歌,えんか,enka,T3,準備,B1
アイドル,アイドル,idole,T3,準備,B1
太鼓,たいこ,taiko (tambour),T3,準備,B1
オーケストラ,オーケストラ,orchestre,T3,準備,B1
ロックバンド,ロックバンド,groupe de rock,T3,準備,B1
アニメソング,アニメソング,chanson de dessin animé,T3,準備,B1
クラシック,クラシック,musique classique,T3,準備,B1
チャイコフスキー,チャイコフスキー,Tchaïkovski,T3,準備,B1
もっぱら,もっぱら,principalement,T3,準備,B1
ジャズ,ジャズ,jazz,T3,準備,B1
たまに,たまに,de temps en temps,T3,準備,B1
ライブハウス,ライブハウス,salle de concert live,T3,準備,B1
J-POP,ジェイポップ,J-pop,T3,準備,B1
～中心,～ちゅうしん,surtout～ / principalement,T3,準備,B1
海外,かいがい,à l'étranger,T3,準備,B1
アーティスト,アーティスト,artiste,T3,準備,B1
内容,ないよう,contenu,T3,準備,B1
カラオケ,カラオケ,karaoké,T3,準備,B1
曲,きょく,chanson / morceau,T3,準備,B1
めったに～ない,めったに～ない,rarement～,T3,準備,B1
ついていく,ついていく,suivre,T3,準備,B1
メロディー,メロディー,mélodie,T3,準備,B1
歌詞,かし,paroles,T3,準備,B1
テンポ,テンポ,tempo,T3,準備,B1
のりがいい,のりがいい,entraînant,T3,準備,B1
回数,かいすう,nombre de fois,T3,準備,B1
割合,わりあい,proportion,T3,準備,B1
単純な,たんじゅんな,simple,T3,準備,B1
現代的な,げんだいてきな,contemporain,T3,準備,B1
古典的な,こてんてきな,classique,T3,準備,B1
なつかしい,なつかしい,être nostalgique,T3,準備,B1
迫力がある,はくりょくがある,être puissant / avoir un fort impact,T3,準備,B1
～感じがする,～かんじがする,avoir l'impression que～,T3,準備,B1
演歌,えんか,enka,T3,PART1,B1
ジャンル,ジャンル,genre,T3,PART1,B1
すすめる,すすめる,recommander,T3,PART1,B1
歌手,かしゅ,chanteur(-euse),T3,PART1,B1
グループ,グループ,groupe,T3,PART1,B1
種類,しゅるい,"type, sorte",T3,PART1,B1
吉幾三,よしいくぞう,Yoshi Ikuzô,T3,PART1,B1
鼓童,こどう,Kodô,T3,PART1,B1
X JAPAN,エックスジャパン,X JAPAN,T3,PART1,B1
コブクロ,コブクロ,Kobukuro,T3,PART1,B1
バンド,バンド,groupe,T3,PART1,B1
J-POP,ジェイポップ,J-pop,T3,PART1,B1
太鼓,たいこ,taiko (tambour),T3,PART1,B1
メロディー,メロディー,mélodie,T3,PART1,B1
歌詞,かし,paroles,T3,PART1,B1
楽器,がっき,instrument de musique,T3,PART1,B1
演奏,えんそう,spectacle,T3,PART1,B1
迫力がある,はくりょくがある,être puissant / avoir un fort impact,T3,PART1,B1
正確な,せいかくな,précis,T3,PART1,B1
和太鼓,わだいこ,tambour(s) japonais,T3,PART1,B1
集団,しゅうだん,groupe,T3,PART1,B1
上下で,じょうげで,les aigus et les graves,T3,PART1,B1
ハモる,ハモる,chanter en harmonie,T3,PART1,B1
ビジュアル,ビジュアル,visual,T3,PART1,B1
～系,～けい,style～,T3,PART1,B1
完璧に,かんぺきに,parfaitement,T3,PART1,B1
イメージ,イメージ,image,T3,PART1,B1
～的に（は）,～てきに（は）,en terme de～,T3,PART1,B1
いわゆる,いわゆる,ce qu'on appelle,T3,PART1,B1
おすすめ,おすすめ,recommandation,T3,PART1,B1
大勢,おおぜい,grand nombre,T3,PART1,B1
鳴らす,ならす,faire résonner,T3,PART1,B1
リズム,リズム,rythme,T3,PART1,B1
機械,きかい,machine,T3,PART1,B1
ハーモニー,ハーモニー,harmonie,T3,PART1,B1
全然～ない,ぜんぜん～ない,pas du tout～,T3,PART1,B1
ドラム,ドラム,batterie,T3,PART1,B1
軽く,かるく,facile,T3,PART1,B1
夢,ゆめ,rêve,T3,PART1,B1
世界,せかい,monde,T3,PART1,B1
カラオケ,カラオケ,karaoké,T3,PART1,B1
実は,じつは,en réalité,T3,PART1,B1
典型的な,てんけいてきな,typique,T3,PART1,B1
ライブ,ライブ,concert live,T3,PART1,B1
全員,ぜんいん,tous,T3,PART1,B1
そろっている,そろっている,être accordé / être synchrone,T3,PART1,B1
アイドル,アイドル,idole,T3,PART1,B1
ラップ,ラップ,rap,T3,PART1,B1
本気で,ほんきで,sincèrement,T3,PART1,B1
感動する,かんどうする,être ému,T3,PART1,B1
代表する,だいひょうする,être représentatif de～,T3,PART1,B1
衣装,いしょう,costume,T3,PART1,B1
髪型,かみがた,coupe de cheveux,T3,PART1,B1
派手な,はでな,"extravagant, voyant",T3,PART1,B1
からむ,からむ,"s'accrocher (à), se mêler (à)",T3,PART1,B1
YOSHIKI,ヨシキ,YOSHIKI,T3,PART1,B1
かっこいい,かっこいい,cool,T3,PART1,B1
年を取る,としをとる,vieillir,T3,PART1,B1
心にしみる,こころにしみる,émouvant,T3,PART1,B1
～なんか,～なんか,notamment～,T3,PART1,B1
わりと,わりと,plutôt / assez,T3,PART1,B1
単純な,たんじゅんな,simple,T3,PART1,B1
上司,じょうし,supérieur hiérarchique,T3,PART2,B1
同僚,どうりょう,collègue,T3,PART2,B1
ハンガリー,ハンガリー,Hongrie,T3,PART2,B1
ブダペスト,ブダペスト,Budapest,T3,PART2,B1
学生時代,がくせいじだい,pendant (mes) études,T3,PART2,B1
留学経験,りゅうがくけいけん,avoir étudié à l'étranger,T3,PART2,B1
～支店,～してん,succursale de～,T3,PART2,B1
支店長,してんちょう,directeur de succursale,T3,PART2,B1
赴任する,ふにんする,être nommé à (un poste),T3,PART2,B1
スタッフ,スタッフ,personnel,T3,PART2,B1
現地,げんち,local,T3,PART2,B1
思い出,おもいで,souvenir,T3,PART2,B1
参加する,さんかする,participer,T3,PART2,B1
留学する,りゅうがくする,étudier à l'étranger,T3,PART2,B1
日本式,にほんしき,style japonais,T3,PART2,B1
カラオケボックス,カラオケボックス,salle privée de karaoké,T3,PART2,B1
ドリカム,ドリカム,Dorikamu,T3,PART2,B1
中島みゆき,なかじまみゆき,Nakajima Miyuki,T3,PART2,B1
サザン,サザン,Sazan,T3,PART2,B1
メロディー,メロディー,mélodie,T3,PART2,B1
なつかしい,なつかしい,être nostalgique,T3,PART2,B1
演歌,えんか,enka,T3,PART2,B1
酔う,よう,être ivre,T3,PART2,B1
アニソン,アニソン,chanson de dessin animé,T3,PART2,B1
定番,ていばん,programme habituel,T3,PART2,B1
アニメソング,アニメソング,chanson de dessin animé,T3,PART2,B1
あんまり～ない,あんまり～ない,pas beaucoup / pas très,T3,PART2,B1
得意な,とくいな,doué pour,T3,PART2,B1
無理に,むりに,de force / forcer à,T3,PART2,B1
追加,ついか,ajout / en plus,T3,PART2,B1
やり直す,やりなおす,refaire,T3,PART2,B1
迷う,まよう,hésiter,T3,PART2,B1
例外,れいがい,exception,T3,PART2,B1
変な,へんな,bizarre / étrange,T3,PART2,B1
つき合う,つきあう,accompagner / fréquenter,T3,PART2,B1
彼氏,かれし,petit-ami,T3,PART2,B1
心配する,しんぱいする,s'inquiéter,T3,PART2,B1
満足する,まんぞくする,être satisfait,T3,PART2,B1
ダウンロードする,ダウンロードする,télécharger,T3,PART2,B1
バンド,バンド,groupe,T3,PART2,B1
ライブ,ライブ,concert live,T3,PART2,B1
オペラ,オペラ,opéra,T3,PART2,B1
モーツァルト,モーツァルト,Mozart,T3,PART2,B1
はやる,はやる,être en vogue,T3,PART2,B1
びっくり,びっくり,étonné / étonnement,T3,PART2,B1
特徴,とくちょう,particularité,T3,PART2,B1
誘う,さそう,inviter,T3,PART2,B1
誘い,さそい,invitation,T3,PART2,B1
受ける,うける,recevoir (une invitation),T3,PART2,B1
経験,けいけん,expérience,T3,PART2,B1
断る,ことわる,refuser / décliner,T3,PART2,B1
相手,あいて,partenaire,T3,PART2,B1
あいづちを打つ,あいづちをうつ,réagir pour ponctuer la conversation,T3,PART2,B1
コメント,コメント,commentaire,T3,PART2,B1
好み,このみ,"goûts, préférences",T3,PART2,B1
イギリス,イギリス,Grande-Bretagne,T3,PART2,B1
ロック,ロック,rock,T3,PART2,B1
レッド・ツェッペリン,レッド・ツェッペリン,Led Zeppelin,T3,PART2,B1
ディープ・パープル,ディープ・パープル,Deep Purple,T3,PART2,B1
ビートルズ,ビートルズ,Beatles,T3,PART2,B1
曲,きょく,morceau,T3,PART2,B1
職場,しょくば,lieu de travail,T3,PART2,B1
歌手,かしゅ,chanteuse,T3,PART3,B1
グループ,グループ,groupe,T3,PART3,B1
作曲家,さっきょくか,compositeur(-trice),T3,PART3,B1
演奏家,えんそうか,interprète,T3,PART3,B1
職場,しょくば,lieu de travail,T3,PART3,B1
同僚,どうりょう,collègue,T3,PART3,B1
レディー・ガガ,レディー・ガガ,Lady Gaga,T3,PART3,B1
ネット,ネット,Internet,T3,PART3,B1
魅力,みりょく,charme / attrait,T3,PART3,B1
メロディー,メロディー,mélodie,T3,PART3,B1
リズム,リズム,rythme,T3,PART3,B1
ミュージックビデオ,ミュージックビデオ,clip,T3,PART3,B1
～以外,～いがい,sauf～,T3,PART3,B1
個性的な,こせいてきな,original,T3,PART3,B1
ドキドキする,ドキドキする,avoir le cœur qui bat la chamade,T3,PART3,B1
変わった,かわった,étrange / particulier,T3,PART3,B1
ファッション,ファッション,mode,T3,PART3,B1
レベル,レベル,niveau,T3,PART3,B1
うまい,うまい,doué,T3,PART3,B1
まるで,まるで,exactement (comme si),T3,PART3,B1
社会的な,しゃかいてきな,social,T3,PART3,B1
活動,かつどう,activité,T3,PART3,B1
イメージ,イメージ,image,T3,PART3,B1
印象,いんしょう,impression,T3,PART3,B1
図,ず,schéma,T3,PART3,B1
一般的に,いっぱんてきに,de manière générale,T3,PART3,B1
エピソード,エピソード,épisode,T3,PART3,B1
BEGIN,ビギン,BEGIN,T3,PART4,B1
ライブ,ライブ,concert live,T3,PART4,B1
感じる,かんじる,ressentir,T3,PART4,B1
バンド,バンド,groupe,T3,PART4,B1
感想,かんそう,réflexions personnelles,T3,PART4,B1
ブログ,ブログ,blog,T3,PART4,B1
満足する,まんぞくする,être satisfait,T3,PART4,B1
友達,ともだち,ami(-e),T3,PART4,B1
埼玉県国際センターホール,さいたまけんこくさいセンターホール,Centre International de spectacles du département de Saitama,T3,PART4,B1
曲,きょく,chanson / morceau,T3,PART4,B1
カラオケ,カラオケ,karaoké,T3,PART4,B1
歌う,うたう,chanter,T3,PART4,B1
チャンス,チャンス,chance,T3,PART4,B1
楽しみ,たのしみ,(avoir) hâte,T3,PART4,B1
会場,かいじょう,lieu (de l'évènement),T3,PART4,B1
お客さん,おきゃくさん,spectateur,T3,PART4,B1
幅が広い,はばがひろい,un large～ (un large public),T3,PART4,B1
びっくりする,びっくりする,être surpris,T3,PART4,B1
（お）年寄り,おとしより,personne âgée,T3,PART4,B1
特徴,とくちょう,particularité,T3,PART4,B1
前半,ぜんはん,première moitié,T3,PART4,B1
じっくり,じっくり,soigneusement,T3,PART4,B1
～が中心,～がちゅうしん,principal / principalement,T3,PART4,B1
ボーカル,ボーカル,chanteur,T3,PART4,B1
比嘉,ひが,Higa,T3,PART4,B1
～瞬間,～しゅんかん,instant / moment,T3,PART4,B1
空気が変わる,くうきがかわる,l'atmosphère change,T3,PART4,B1
後半,こうはん,seconde moitié,T3,PART4,B1
アンコール,アンコール,bis / rappel,T3,PART4,B1
踊る,おどる,danser,T3,PART4,B1
かけ声（を）かける,かけごえをかける,crier,T3,PART4,B1
雰囲気,ふんいき,ambiance,T3,PART4,B1
優しい,やさしい,gentil,T3,PART4,B1
泣く,なく,pleurer,T3,PART4,B1
誰も～ない,だれも～ない,personne,T3,PART4,B1
気にする,きにする,se soucier de,T3,PART4,B1
～感じ,～かんじ,l'air de～,T3,PART4,B1
バラード,バラード,ballade,T3,PART4,B1
なぜか,なぜか,je ne sais pas pourquoi,T3,PART4,B1
笑う,わらう,rire,T3,PART4,B1
許す,ゆるす,excuser,T3,PART4,B1
幸せな,しあわせな,heureux,T3,PART4,B1
気分,きぶん,humeur,T3,PART4,B1
すっかり,すっかり,complètement,T3,PART4,B1
ファン,ファン,fan / admirateur,T3,PART4,B1
毎年,まいとし,chaque année,T3,PART4,B1
開く,ひらく,ouvrir,T3,PART4,B1
ぜったい,ぜったい,absolument,T3,PART4,B1
チケット,チケット,ticket / billet,T3,PART4,B1
女子会,じょしかい,sortie ou soirée entre filles,T3,PART4,B1
くわしく,くわしく,en détail,T3,PART4,B1
比嘉栄昇,ひがえいしょう,Higa Eishô,T3,PART4,B1
島袋優,しまぶくろまさる,Shimabukuro Masaru,T3,PART4,B1
上地等,うえちひとし,Uechi Hitoshi,T3,PART4,B1
キーボード,キーボード,clavier,T3,PART4,B1
～人組,～にんぐみ,groupe de～personnes,T3,PART4,B1
～出身,～しゅっしん,originaire de～,T3,PART4,B1
デビュー,デビュー,début (d'une carrière),T3,PART4,B1
公式ウェブサイト,こうしきウェブサイト,site web officiel,T3,PART4,B1
生,なま,live,T3,PART4,B1
外来語,がいらいご,mot d'origine étrangère,T3,PART4,B1
もとの,もとの,d'origine,T3,PART4,B1
メンバー,メンバー,membre,T3,PART4,B1
全員,ぜんいん,tous,T3,PART4,B1
（お）世話になる,おせわになる,"recevoir l'aide, le soutien",T3,PART4,B1
多くの,おおくの,beaucoup de,T3,PART4,B1
いっせいに,いっせいに,simultanément,T3,PART4,B1
カラオケの店,カラオケのみせ,établissement de karaoké,T3,PART4,B1
夢,ゆめ,rêve,T3,PART4,B1
世界,せかい,monde,T3,PART4,B1
ポーランド,ポーランド,Pologne,T3,PART4,B1
～感じがする,～かんじがする,avoir l'impression que～,T3,PART4,B1
～気持ちになる,～きもちになる,se remplir de～ (émotion),T3,PART4,B1
間に合う,まにあう,arriver à temps,T3,PART4,B1
壊れる,こわれる,"se casser, être cassé",T3,PART4,B1
ただ,タダ,gratuit,T3,PART4,B1
動詞,どうし,verbe,T3,PART4,B1
誘う,さそう,inviter,T3,PART5,B1
BEGIN,ビギン,BEGIN,T3,PART5,B1
ライブ,ライブ,concert live,T3,PART5,B1
実は,じつは,en réalité,T3,PART5,B1
チケット,チケット,ticket / billet,T3,PART5,B1
雰囲気,ふんいき,ambiance,T3,PART5,B1
ぜったい,ぜったい,absolument,T3,PART5,B1
楽しむ,たのしむ,s'amuser,T3,PART5,B1
返事,へんじ,réponse,T3,PART5,B1
新規メッセージ,しんきメッセージ,nouveau message,T3,PART5,B1
顔文字,かおもじ,émoticône / smiley,T3,PART5,B1
クラシック,クラシック,musique classique,T3,教室の外へ,B1
古典,こてん,classique,T3,教室の外へ,B1
興味がない,きょうみがない,ne pas être intéressé,T3,教室の外へ,B1
～世紀,～せいき,～siècle,T3,教室の外へ,B1
～以降,～いこう,de cette époque et postérieur,T3,教室の外へ,B1
作曲家,さっきょくか,compositeur,T3,教室の外へ,B1
中心に,ちゅうしんに,principalement～,T3,教室の外へ,B1
知り合い,しりあい,connaissance,T3,教室の外へ,B1
おすすめ,おすすめ,recommandation,T3,教室の外へ,B1
歌詞,かし,paroles,T3,教室の外へ,B1
温泉,おんせん,source thermale,T4,準備,B1
過ごす,すごす,passer (du temps),T4,準備,B1
温泉旅館,おんせんりょかん,auberge traditionnelle dotée d'une source thermale,T4,準備,B1
パンフレット,パンフレット,brochure / dépliant,T4,準備,B1
泊まる,とまる,descendre à (l'hôtel),T4,準備,B1
行き先,いきさき,destination,T4,準備,B1
人気がある,にんきがある,avoir du succès,T4,準備,B1
北海道,ほっかいどう,Hokkaidô,T4,準備,B1
スキー,スキー,ski,T4,準備,B1
充実した,じゅうじつした,bien rempli,T4,準備,B1
ニュージーランド,ニュージーランド,Nouvelle-Zélande,T4,準備,B1
氷河,ひょうが,glacier,T4,準備,B1
素晴らしい,すばらしい,"merveilleux, superbe",T4,準備,B1
バンジージャンプ,バンジージャンプ,saut à l'élastique,T4,準備,B1
アクティビティ,アクティビティ,activité,T4,準備,B1
パリ,パリ,Paris,T4,準備,B1
エッフェル塔,エッフェルとう,Tour Eiffel,T4,準備,B1
遺跡,いせき,ruines,T4,準備,B1
カンボジア,カンボジア,Cambodge,T4,準備,B1
アンコールワット,アンコールワット,Angkor Vat,T4,準備,B1
沖縄,おきなわ,Okinawa,T4,準備,B1
高級リゾート,こうきゅうリゾート,complexe hôtelier de luxe,T4,準備,B1
大満足,だいまんぞく,entière satisfaction,T4,準備,B1
サービス,サービス,service,T4,準備,B1
観光地,かんこうち,site touristique,T4,準備,B1
自然,しぜん,nature,T4,準備,B1
歴史,れきし,histoire,T4,準備,B1
予約サイト,よやくサイト,site de réservation,T4,準備,B1
名湯,めいとう,source chaude célèbre,T4,準備,B1
秘湯,ひとう,source chaude secrète,T4,準備,B1
探す,さがす,chercher,T4,準備,B1
日付,ひづけ,date,T4,準備,B1
日付未定,ひづけみてい,date non définie,T4,準備,B1
～泊,～はく,～nuits,T4,準備,B1
～部屋,～へや,～chambres,T4,準備,B1
～名,～めい,～personnes,T4,準備,B1
都道府県,とどうふけん,départements du Japon,T4,準備,B1
温泉地,おんせんち,source chaude avec établissements d'hébergement,T4,準備,B1
エリア,エリア,"zone, région",T4,準備,B1
料金,りょうきん,tarif,T4,準備,B1
検索,けんさく,rechercher,T4,準備,B1
こだわり条件,こだわりじょうけん,critères de recherches,T4,準備,B1
こだわる,こだわる,avoir des préférences,T4,準備,B1
露天風呂,ろてんぶろ,bain en extérieur,T4,準備,B1
展望風呂,てんぼうぶろ,bain avec vue,T4,準備,B1
貸し切り風呂,かしきりぶろ,bain privatif,T4,準備,B1
家族風呂,かぞくぶろ,bain familial,T4,準備,B1
源泉かけ流し,げんせんかけながし,eaux thermales coulant directement de la source,T4,準備,B1
にごり湯,にごりゆ,source chaude trouble,T4,準備,B1
和室,わしつ,pièce japonaise,T4,準備,B1
洋室,ようしつ,pièce occidentale,T4,準備,B1
～つき,～つき,～compris,T4,準備,B1
禁煙ルーム,きんえんルーム,chambre non-fumeur,T4,準備,B1
食事,しょくじ,repas,T4,準備,B1
（お）部屋食,おへやしょく,prendre son repas dans sa chambre,T4,準備,B1
バイキング,バイキング,buffet à volonté,T4,準備,B1
ビュッフェ,ビュッフェ,buffet,T4,準備,B1
地元,じもと,local(e),T4,準備,B1
番組,ばんぐみ,émission télévisée,T4,PART1,B1
予想する,よそうする,prévoir,T4,PART1,B1
地獄谷温泉,じごくだにおんせん,sources thermales de Jigokudani,T4,PART1,B1
白馬鑓温泉,はくばやりおんせん,sources thermales de Hakuba Yari,T4,PART1,B1
鶴の湯温泉,つるのゆおんせん,sources thermales de Tsuru no yu,T4,PART1,B1
白浜温泉,しらはまおんせん,sources thermales de Shirahama,T4,PART1,B1
サル（猿）,さる,singe,T4,PART1,B1
特徴,とくちょう,particularité,T4,PART1,B1
スノーモンキー,スノーモンキー,singes des neiges,T4,PART1,B1
人間,にんげん,humain,T4,PART1,B1
～用,～よう,pour～,T4,PART1,B1
歴史,れきし,histoire,T4,PART1,B1
登山,とざん,ascension (d'une montagne),T4,PART1,B1
真っ白,まっしろ,blanc immaculé,T4,PART1,B1
雲の上,くものうえ,au-dessus des nuages,T4,PART1,B1
食事,しょくじ,repas,T4,PART1,B1
予約,よやく,réservation,T4,PART1,B1
レポーター,レポーター,reporter,T4,PART1,B1
画面,がめん,écran,T4,PART1,B1
部分,ぶぶん,partie,T4,PART1,B1
長野県,ながのけん,département de Nagano,T4,PART1,B1
海外,かいがい,à l'étranger,T4,PART1,B1
露天風呂,ろてんぶろ,bain en extérieur,T4,PART1,B1
眺め,ながめ,vue,T4,PART1,B1
ご来光,ごらいこう,lever du soleil,T4,PART1,B1
秋田県,あきたけん,département d'Akita,T4,PART1,B1
乳頭温泉郷,にゅうとうおんせんきょう,station thermale de Nyûtô,T4,PART1,B1
江戸時代,えどじだい,époque d'Edo,T4,PART1,B1
～以上,～いじょう,plus de～,T4,PART1,B1
歴史のある,れきしのある,qui a une longue histoire,T4,PART1,B1
秘湯,ひとう,source chaude secrète,T4,PART1,B1
雰囲気,ふんいき,ambiance,T4,PART1,B1
求める,もとめる,demander / rechercher,T4,PART1,B1
和歌山県,わかやまけん,département de Wakayama,T4,PART1,B1
崎の湯,さきのゆ,Saki no yu,T4,PART1,B1
景色,けしき,paysage,T4,PART1,B1
海の幸,うみのさち,produits de la mer,T4,PART1,B1
新鮮な,しんせんな,frais (fraîche),T4,PART1,B1
世界的に,せかいてきに,mondialement,T4,PART1,B1
なんと,なんと,quel～!,T4,PART1,B1
